year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,1,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",117,15,2.81,1,3.65,0,7.54,3,0,917,329,37,132,0,419
2019,1,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4043,678,123.46,39.18,288.24,1.19,225.93,57,1,31976,7685,3703,9012,35,11541
2019,1,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",122,51,10.7,0.66,17.38,0,22.26,9,0,2659,538,12,612,0,1497
2019,1,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",31,16,1.37,1,10.9,0,2.74,5,0,1137,109,66,599,0,363
2019,1,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",63,13,0.77,3.83,5.14,0,3.26,4,0,767,109,158,299,0,201
2019,1,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",496,136,26.1,1.27,40.55,0.16,67.92,23,2,10428,3018,132,2622,4,4652
2019,1,MQ,Envoy Air,LGA,"New York, NY: LaGuardia",1286,510,38.92,9.45,322.32,1,138.31,68,4,40313,3335,963,25206,20,10789
2019,1,MQ,Envoy Air,MIA,"Miami, FL: Miami International",998,188,56.03,9.81,62.7,0.31,59.15,14,4,13189,5602,875,2693,29,3990
2019,1,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",5479,1277,194.93,61.88,444.07,0.71,575.42,815,7,87720,18205,6310,27725,25,35455
2019,1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",690,118,18.84,4.8,71.07,2.57,20.72,6,0,6417,1110,258,3726,53,1270
2019,1,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",399,70,7.84,2.06,42.67,0,17.43,19,2,6608,391,335,4663,0,1219
2019,1,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",646,92,22.23,1.55,41.83,2.44,23.95,6,0,7266,1520,994,3082,53,1617
2019,1,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",235,44,5.85,0.08,25.94,0,12.13,0,0,2794,245,13,1735,0,801
2019,1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",569,83,15.72,0.44,44.83,0,22,4,0,6176,1640,78,2361,0,2097
2019,1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",944,118,31.52,1.27,58.41,0,26.8,17,5,9356,1929,804,3588,0,3035
2019,1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",304,78,4.8,0.22,70.07,0.19,2.73,0,0,6571,359,35,5986,5,186
2019,1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1701,282,42.78,7.81,172.37,0.6,58.44,12,0,23030,4959,597,11949,15,5510
2019,1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",543,59,10.99,2.13,30.94,0.29,14.65,5,0,3658,677,248,1506,19,1208
2019,1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1267,184,38.29,6.95,93.57,0.21,44.97,8,0,11887,3511,385,4905,4,3082
2019,1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",680,115,17.22,3.54,71.58,0,22.67,5,0,7019,2147,147,3297,0,1428
2019,1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341,105,4.54,1.29,94.61,1.46,3.1,10,1,8266,251,310,7248,56,401
2019,1,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1335,210,37.43,5.12,127.84,0.2,39.41,10,0,13453,2583,283,5390,11,5186
2019,1,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",349,45,12.36,1.02,16.5,0,15.12,11,0,3078,1410,60,847,0,761
2019,1,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",734,169,30.03,9.67,102.04,0,27.26,34,0,19955,2417,4226,11015,0,2297
2019,1,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",55,8,2.42,0,3,0,2.58,0,1,503,202,0,189,0,112
2019,1,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",284,40,11,0,16.1,1.59,11.31,1,0,2864,1143,0,820,48,853
2019,1,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93,17,2.75,1.2,5.56,0,7.49,3,0,1802,170,898,252,0,482
2019,1,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",143,25,3.73,0,10.63,0,10.64,1,0,1314,128,0,357,0,829
2019,1,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",103,13,4.52,0,6.71,0,1.78,0,0,649,270,0,312,0,67
2019,1,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",654,67,14.54,4.8,36.47,0,11.2,11,1,3367,663,496,1349,0,859
2019,1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",145,23,7.39,0,10.42,0,5.19,2,0,1246,444,0,516,0,286
2019,1,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9,1,1,0,0,0,0,1,0,18,18,0,0,0,0
2019,1,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7376,841,204.67,35.89,244.96,1.94,353.54,149,3,49395,17141,2305,7680,57,22212
2019,1,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2673,514,103.44,21.79,140.87,1.44,246.46,189,7,36665,7888,1947,6316,134,20380
2019,1,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",107,10,3.04,0.19,3.38,0,3.38,6,0,948,272,16,186,0,474
2019,1,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",156,23,7.78,0,8.08,0,7.14,0,1,684,269,0,224,0,191
2019,1,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",22,5,1.97,0,3.03,0,0,0,0,132,60,0,72,0,0
2019,1,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",72,8,1.18,0.25,2.7,0,3.87,3,0,737,118,27,179,0,413
2019,1,OH,PSA Airlines Inc.,LGA,"New York, NY: LaGuardia",149,59,5.89,1.75,33.75,0.53,17.08,6,2,4222,295,92,2415,10,1410
2019,1,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",140,16,6.98,0.34,5.67,0,3,22,0,721,234,11,339,0,137
2019,1,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1226,196,52.85,9.97,50.62,0.64,81.91,33,0,14471,5023,900,2116,16,6416
2019,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2362,383,72.68,29.07,105.85,1.02,174.38,45,7,32613,10889,5878,4190,54,11602
2019,1,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",234,46,3.8,5.95,17.62,0,18.64,18,0,5702,634,1568,1378,0,2122
2019,1,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",10,2,1.19,0,0.81,0,0,0,0,89,72,0,17,0,0
2019,1,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",434,96,40.62,2.16,22.24,0,30.99,11,0,8544,4917,84,805,0,2738
2019,1,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",97,31,9.33,3.56,10.39,0,7.72,12,0,2072,708,331,515,0,518
2019,1,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3765,804,129.04,17.67,283.29,0.81,373.19,108,3,66473,21169,1950,12309,14,31031
2019,1,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1643,467,100.25,5,148.07,2.19,211.49,33,0,39306,16170,261,5340,44,17491
2019,1,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2980,616,120.92,54.7,150.9,0.22,289.27,130,11,73769,24041,15843,7008,10,26867
2019,1,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",36,7,5.11,0,0.52,0,1.37,2,0,450,289,0,58,0,103
2019,1,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",260,43,18.15,2.1,11.9,0,10.84,13,0,4577,2864,192,502,0,1019
2019,1,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",731,193,57.23,8.74,54.34,0,72.69,14,0,14768,5259,1055,2304,0,6150
2019,1,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",323,78,17.06,10.57,32.86,0,17.5,13,0,7962,2705,917,2086,0,2254
2019,1,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",150,23,0.98,0,8.7,0,13.32,0,0,1528,192,0,466,0,870
2019,1,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2810,620,123.61,7.8,211.03,1.59,275.96,72,2,51649,16307,1740,9564,58,23980
2019,1,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",1082,443,56.09,49.16,176.1,0,161.64,33,5,41322,7150,5884,12301,0,15987
2019,1,OO,SkyWest Airlines Inc.,MCO,"Orlando, FL: Orlando International",1,1,0,0,0.68,0,0.32,0,0,19,0,0,13,0,6
2019,1,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",224,38,9.82,8.38,8.12,0,11.67,2,2,3268,980,949,379,0,960
2019,1,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3563,591,112.39,63.21,170.67,0.03,244.71,51,1,57249,19298,12045,6343,1,19562
2019,1,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4631,1405,226.11,44.78,480.23,1.21,652.66,664,17,169437,47468,13011,43847,28,65083
2019,1,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",546,59,10.1,4.92,23.93,0,20.05,8,2,2731,817,326,706,0,882
2019,1,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",36,4,0.06,0,1.19,0,2.76,2,0,332,1,0,48,0,283
2019,1,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1021,145,28.53,1.51,30.79,0,84.16,16,0,13834,6204,89,1132,0,6409
2019,1,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",900,146,34.83,1.26,60.59,0,49.32,8,5,8744,2734,146,2253,0,3611
2019,1,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",563,68,13.71,2.35,19.98,1,30.96,5,1,4024,827,319,728,35,2115
2019,1,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3394,929,107.59,17.85,466.98,1.01,335.56,289,29,105380,18081,3787,53967,39,29506
2019,1,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3877,624,110.85,43.42,204.17,1,264.56,50,3,53995,15954,7185,7166,18,23672
2019,1,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",272,58,12.44,1.05,21.69,0,22.81,1,0,2762,645,38,607,0,1472
2019,1,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",951,225,48.57,10.02,103.57,0,62.85,36,1,22281,3622,977,10961,0,6721
2019,1,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",226,53,11.08,4.37,26.39,0,11.15,6,1,2711,735,428,862,0,686
2019,1,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",59,14,3.35,0.74,1.39,0,8.51,1,0,683,159,34,40,0,450
2019,1,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",325,82,17.41,9.87,26.86,0,27.87,9,3,5452,889,635,1165,0,2763
2019,1,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5063,672,169.25,35.04,280.1,0,187.61,27,2,46571,12478,2124,11324,0,20645
2019,1,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",328,66,16.84,6.39,17.56,0,25.21,12,0,4439,954,418,578,0,2489
2019,1,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",95,36,10.8,0.67,21.51,0,3.03,0,1,2459,487,10,928,0,1034
2019,1,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4287,1201,154.89,21.68,822.41,0,202.01,31,13,96191,14677,1469,59685,0,20360
2019,1,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",626,128,23.57,8.28,42.5,0,53.65,3,4,7993,1580,340,1623,0,4450
2019,1,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",390,75,30.11,1.77,35.39,0,7.73,1,1,5728,2041,76,1348,0,2263
2019,1,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1825,255,68.61,10.29,102.93,0,73.16,14,8,17218,5570,662,3156,0,7830
2019,1,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4980,591,159.7,21.91,223.82,0,185.56,18,3,33481,9523,1087,6984,0,15887
2019,1,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1119,207,55.59,7.07,83.46,0,60.88,8,1,12244,3158,309,3723,0,5054
2019,1,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2116,335,68.22,19.79,151.42,0,95.57,13,6,23088,4456,1106,6266,0,11260
2019,1,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",648,212,27.87,10.99,129.07,0,44.07,12,3,16960,2079,891,8604,0,5386
2019,1,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1008,173,42.11,14.57,65.69,0,50.63,4,0,10231,2446,742,2365,0,4678
2019,1,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",442,86,17.65,8.13,32.18,0,28.04,3,0,5028,991,507,1320,0,2210
2019,1,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",209,56,14.26,10.43,12.56,0,18.75,8,0,4138,1391,557,444,0,1746
2019,1,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5477,1286,193.61,52.89,760.05,0,279.45,266,10,143440,19199,10386,83094,0,30761
2019,1,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",461,98,26.74,8.69,31.79,0,30.78,3,3,5842,1546,400,1166,0,2730
2019,1,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",304,50,9.48,6.96,15.63,0,17.93,6,0,3366,521,369,740,0,1736
2019,1,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",665,116,28.4,14.83,39.2,0,33.57,5,0,8258,1923,1500,1423,0,3412
2019,1,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",761,144,45.21,7.57,53.75,0,37.47,9,4,8645,3087,968,1727,0,2863
2019,1,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",645,122,30.61,7.2,35.09,0,49.1,7,2,8368,2738,419,1266,0,3945
2019,1,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4303,1073,160.99,32.49,664.23,0,215.3,40,9,104266,16046,3238,64286,0,20696
2019,1,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",219,35,8.93,3.03,5.66,0,17.38,4,0,2346,356,614,160,0,1216
2019,1,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",608,111,26.8,7.83,42.34,0,34.04,5,2,5977,1325,382,1541,0,2729
2019,1,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3556,516,148.81,13.92,152.83,1,199.44,115,4,22516,7868,1201,4948,28,8471
2019,1,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",739,137,48.35,8.54,42.18,1.44,36.5,69,5,7890,2350,588,2843,106,2003
2019,1,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5332,611,218.43,11.94,114.49,1.6,264.55,275,3,28235,11409,864,3840,51,12071
2019,1,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",271,58,23.32,1.43,10.83,0,22.43,16,0,2446,1222,60,328,0,836
2019,1,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1383,216,73.82,3.43,61.26,0.95,76.54,99,2,9760,4001,355,2039,19,3346
2019,1,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5496,784,255.96,11.09,204.87,3.37,308.72,83,4,35825,11300,818,8225,71,15411
2019,1,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",488,84,36.11,3.32,20.31,0,24.26,62,1,3580,1630,158,812,0,980
2019,1,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",483,166,37.15,6.02,89.54,0,33.29,30,1,10261,2133,526,5662,0,1940
2019,1,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2342,422,133.78,3.81,154.24,1.3,128.88,43,2,18474,6829,156,5033,101,6355
2019,1,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",158,27,11.45,0.72,6.42,0,8.42,4,1,1323,587,28,212,0,496
2019,1,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5968,791,214.62,15.16,228.29,1,331.94,95,2,37131,11167,722,8780,15,16447
2019,1,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3566,532,170.55,6.03,173.59,1.38,180.45,110,2,23826,7201,594,6154,59,9818
2019,1,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1058,333,67.35,8.05,196.3,0,61.3,76,2,18602,4217,419,10050,0,3916
2019,1,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3583,601,187.85,6.57,200.72,1,204.87,85,2,28329,10605,394,5825,28,11477
2019,1,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6040,904,229.85,8.56,330.54,1.74,333.31,793,18,39707,11038,837,10804,43,16985
2019,1,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",689,106,41.04,3.99,19.11,0,41.87,69,1,4714,2026,107,642,0,1939
2019,1,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",1129,147,45.7,2.5,27.54,0,71.27,14,1,6136,1789,317,797,0,3233
2019,1,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",701,107,33.38,1.88,23.75,0.3,47.69,30,0,5200,1824,81,733,7,2555
2019,1,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5119,641,211.76,6.75,132.01,2.7,287.77,86,1,29894,11585,509,4014,121,13665
2019,1,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",3315,401,125.37,3.7,86.05,0,185.88,67,2,18404,5812,433,2677,0,9482
2019,1,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",863,147,50.68,3.11,39.3,0.06,53.85,10,1,6403,2589,166,1295,1,2352
2019,1,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1207,318,51.39,7.04,152.23,0,107.34,87,0,24422,3270,569,12330,0,8253
2019,1,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",928,173,63.8,2.49,33.86,1.93,70.93,13,0,6999,2174,101,1103,62,3559
2019,1,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2392,389,120.15,3.02,113.47,1,151.36,64,1,18579,6676,502,3622,15,7764
2019,1,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",171,30,12,0,13,1,4,2,0,1707,1088,0,395,42,182
2019,1,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",12,2,1,0,1,0,0,2,0,49,34,0,15,0,0
2019,1,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",183,26,15,0,8,0,3,4,0,1206,810,0,274,0,122
2019,1,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",90,14,10,0,2,0,2,2,0,783,596,0,80,0,107
2019,1,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3343,653,134.37,32.31,193.77,6.89,285.66,105,0,44357,14610,2330,6761,244,20412
2019,1,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",206,40,14,4,9,0,13,9,1,3041,1011,394,276,0,1360
2019,1,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1792,276,48,16,80,0,132,91,1,22643,6511,2047,2907,0,11178
2019,1,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2660,397,111.8,39,135.42,1,109.77,26,9,23590,9957,2470,4081,17,7065
2019,1,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",177,77,13,2,57,0,5,8,0,7376,1631,64,5264,0,417
2019,1,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",142,22,13,2,4,0,3,2,0,1185,668,92,275,0,150
2019,1,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",68,6,3,1,2,0,0,0,0,196,99,40,57,0,0
2019,1,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1704,251,71.94,8.32,52.14,0.48,118.12,35,2,20663,7228,1464,1867,14,10090
2019,1,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",37,8,8,0,0,0,0,0,0,367,367,0,0,0,0
2019,1,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",450,94,15.96,0.88,29.53,0.15,47.49,20,0,5572,1108,168,1093,13,3190
2019,1,YX,Republic Airline,BOS,"Boston, MA: Logan International",531,136,27.93,4.58,63.26,0,40.23,32,1,9662,2067,522,3748,0,3325
2019,1,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",1176,241,46.22,8.42,86.41,0,99.95,31,1,12609,2667,684,2929,0,6329
2019,1,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2861,577,88.14,10.73,245.56,0.08,232.49,186,5,36241,6541,1820,10493,14,17373
2019,1,YX,Republic Airline,DEN,"Denver, CO: Denver International",311,57,11.44,2.32,24.13,0,19.11,2,1,4321,1420,275,986,0,1640
2019,1,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",276,65,20.75,2.15,20.89,0,21.22,3,9,4391,1603,287,1016,0,1485
2019,1,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",886,178,55.29,5.76,55.63,0,61.33,40,1,12256,4858,677,2211,0,4510
2019,1,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",2005,737,52.6,6.52,505.02,0,172.87,77,6,64806,5184,545,41266,0,17811
2019,1,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",1061,219,42.71,2.99,88.82,0.01,84.47,12,1,11729,2928,242,3085,1,5473
2019,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",289,59,13.66,2.9,26.57,0.91,14.95,7,0,4773,1465,380,1482,134,1312
2019,1,YX,Republic Airline,LGA,"New York, NY: LaGuardia",2527,892,106.58,14.92,561.92,0,208.57,129,6,71818,10478,1430,41653,0,18257
2019,1,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,YX,Republic Airline,MIA,"Miami, FL: Miami International",953,142,26.02,4.54,65.07,0,46.37,7,2,6792,1484,643,2093,0,2572
2019,1,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",478,87,19.29,5.11,22.28,0,40.33,31,0,6061,1695,553,865,0,2948
2019,1,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1278,284,29.17,3.92,166.87,0,84.04,177,2,22539,2638,2904,9570,0,7427
2019,1,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",1142,130,20.1,8.78,54.84,0.09,46.19,27,1,5877,1039,768,1802,3,2265
2019,1,YX,Republic Airline,SLC,"Salt Lake City, UT: Salt Lake City International",41,3,0.96,0,0.98,0,1.06,1,0,111,26,0,50,0,35
2019,2,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2688,560,91.97,19,180.56,0,268.46,28,3,49781,11492,2968,9504,0,25817
2019,2,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",428,80,8.74,3.3,31.68,0,36.28,21,0,5750,953,177,1505,0,3115
2019,2,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",219,35,15.03,0.83,7.49,0,11.64,6,0,2221,970,30,268,0,953
2019,2,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",183,31,6.14,1.51,12.54,0,10.81,5,2,2302,600,64,647,0,991
2019,2,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",146,32,6.86,2.02,16.76,0,6.36,2,0,1755,454,76,853,0,372
2019,2,9E,Endeavor Air Inc.,DEN,"Denver, CO: Denver International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",150,47,13.88,2.05,24.53,0,6.54,3,2,2797,692,269,1195,0,641
2019,2,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1294,209,33.83,13.46,54.93,0,106.77,30,1,14078,2846,1510,2568,0,7154
2019,2,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",106,38,6.94,0.86,22.34,0,7.86,1,0,3088,821,157,1547,0,563
2019,2,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",106,26,7.58,0,6.99,0,11.44,4,0,1291,450,0,319,0,522
2019,2,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",93,23,8.01,0,8.57,0,6.42,0,0,1188,504,0,275,0,409
2019,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1431,211,44.87,4.67,67.22,0,94.24,100,2,15361,3814,967,3414,0,7166
2019,2,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",1961,382,49.72,10.56,178.81,1,141.91,125,2,30216,5918,864,11618,33,11783
2019,2,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",774,179,30.42,12.25,67.87,0,68.47,23,2,16397,2932,1549,6413,0,5503
2019,2,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",142,51,10.03,0.49,27.27,0,13.22,6,0,4223,420,33,2656,0,1114
